country,PopChange_2000-2020
Egypt,4.413130983027798E7
Algeria,1.69313861832638E7
Namibia,1295890.6597308104
Swaziland,746843.4568460244
Lesotho,956808.1955899752
South Africa,2.219844679163033E7
Botswana,957712.426162343
Togo,3833854.6901325844
Sierra Leone,3773182.2891654973
Senegal,7062148.372313202
Nigeria,9.423550032421911E7
Niger,1.3822356958904844E7
Mauritania,2886458.1985716387
Mali,1.0852809504500853E7
Liberia,2327579.249584195
Guinea-Bissau,815804.6398474773
Gambia,1211892.1836434247
Guinea,5612487.365287529
Ghana,1.4430830436690437E7
Cape Verde,235730.55780637966
Côte d'Ivoire,1.0647862668150315E7
Burkina Faso,1.2925013791345557E7
Benin,5929126.4375662
Brazil,4.671431603177294E7
Turkmenistan,2180182.7384690107
Uzbekistan,1.1739744788214145E7
Tajikistan,4397779.061295072
Kyrgyzstan,2327008.0987322573
Kazakhstan,7910651.324753143
Mongolia,1631743.4173263237
Republic of Korea,1.2707401177265046E7
Dem People's Rep of Korea,6270929.846463638
China,5.3238172855028903E8
Myanmar,1.6684688159730336E7
Cambodia,7391305.467395344
Viet Nam,3.4910460989208005E7
Lao People's Democratic Republic,2984298.63946168
Malaysia,1.1424877744936842E7
Thailand,2.1077276346442122E7
Brunei Darussalam,129236.78389854799
Philippines,4.17821977308643E7
Indonesia,6.719529476571995E7
Singapore,1842111.1472279173
Timor-Leste,504776.4295504337
Maldives,188047.5131856374
Nepal,1.6640906669888105E7
Pakistan,9.744545518458578E7
India,5.0757160551507103E8
Iran  (Islamic Republic of),3.5002469763767056E7
Sri Lanka,8212904.890674157
Bhutan,382431.05492474156
Bangladesh,6.343868126885476E7
Afghanistan,2.5786314963754207E7
Oman,2503141.7648835084
Kuwait,2740121.909663962
Lebanon,1707518.8183917028
Qatar,2343406.9538354194
Saudi Arabia,1.7083315800622616E7
Turkey,3.4036994358279265E7
Yemen,1.4651933285621878E7
Iraq,2.2269395554312903E7
Jordan,6926037.934432953
Syrian Arab Republic,5736537.920861809
Israel,3101165.832498334
Georgia,434540.75265434553
Cyprus,404707.0784310355
Bahrain,551782.9118574929
Azerbaijan,3292854.799538495
Armenia,230526.7329359155
United Arab Emirates,6543368.914892528
"Moldova, Republic of",199309.61847768276
Hungary,1225112.2154153066
Poland,7943383.979974868
Romania,2386346.392813739
Ukraine,4448655.753642801
Belarus,2006506.494935161
Czech Republic,2060111.486351573
Slovakia,902001.6754826877
Bulgaria,725082.9344208842
Norway,2157119.547572448
Sweden,3533400.2828498315
Lithuania,361796.54200633237
Latvia,126486.83746678355
Ireland,2251429.1214779266
Iceland,204328.19951393924
U.K. of Great Britain and Northern Ireland,1.536663106349089E7
Finland,1619681.043943963
Estonia,461851.0008364794
Svalbard and Jan Mayen Islands,4454.010376464152
Madeira Islands,49341.59899331582
Azores Islands,15879.61158979638
British Indian Ocean Territory,0.0
Guernsey,8076.283415454723
Jersey,33882.586146053225
Isle of Man,21801.688246676924
Holy See,51.353692840054336
Greenland,6742.410014801716
Western Sahara,312710.2658737668
Gaza Strip,857144.7505056749
West Bank,38962.17918704793
West Bank,1347551.6070363645
Gibraltar,4031.839273557212
Saint Helena,387.11211613044327
Macau,188049.5073830607
Hong Kong,1034617.5666153419
Abyei,22984.246119980933
Ilemi triangle,12264.300957920443
Hala'ib triangle,1790.138569070501
Ma'tan al-Sarra,0.0
Paracel Islands,104.87759663038248
Senkaku Islands,0.0
Scarborough Reef,0.0
China/India,78.62641134485602
Aksai Chin,729.2548145074397
Spratly Islands,0.0
Jammu and Kashmir,9461773.490648322
Arunachal Pradesh,560957.5288702876
Norfolk Island,14.210548449506728
Wallis and Futuna,99.3903676280204
French Polynesia,55808.74653692663
New Zealand,1827870.9656962159
Australia,2844208.026623759
Australia,4699971.378223128
Papua New Guinea,4166540.046848055
Vanuatu,120642.42302481837
Solomon Islands,261206.70616946602
Fiji,203174.45760762645
Marshall Islands,3217.9310317950503
Nauru,3395.7159372142714
Micronesia (Federated States of),15156.230053045601
Kiribati,46749.53375920373
Samoa,35885.535242338476
Tonga,12075.96697046075
Tuvalu,3201.5280836153265
Canada,416.42123555930004
Canada,1641685.2213954697
Canada,173739.60829854617
Canada,3182459.536937991
Canada,399854.767140678
Canada,9699.049196349662
Canada,8908.114336360059
United States of America,2.636064820954507E7
United States of America,2.3823156178102203E7
United States of America,2340247.635172579
Japan,1.2334968424313424E7
Russian Federation,3.22181908677451E7
Cook Islands,2301.4356250587552
Niue,550.6357642131798
Northern Mariana Islands,606.2238250453403
Wake Island,0.0
Jarvis Island,0.0
New Caledonia,97388.85825055785
Tokelau,127.57016777781881
Guam,17407.134835108587
American Samoa,4041.242479513362
Kuril islands,4757.42292678535
Martinique,34831.175555312475
Guadeloupe,65900.1432243425
Clipperton Island,0.0
Dominica,15446.862238753529
Dominican Republic,4229995.7919794945
Antigua and Barbuda,28196.148669424878
Cuba,1189631.2025750482
Grenada,22978.764806318366
Jamaica,560735.3953017924
Saint Kitts and Nevis,9753.789173421852
Trinidad and Tobago,261429.45571560806
Bahamas,106394.43143329017
Saint Lucia,41745.20927513182
Saint Vincent and the Grenadines,14932.54527937763
Barbados,61671.51368134523
Haiti,5122717.593785687
Panama,1515619.5154571128
El Salvador,1516670.5266601741
Nicaragua,2124284.2750959788
Mexico,4.046605013238661E7
Honduras,4529447.91547103
Guatemala,6490195.832334335
Costa Rica,1437341.535772399
Belize,173924.27787865934
United States of America,8702636.808136247
United States of America,1.9452569868378427E7
Colombia,1.4186023945597922E7
Guyana,113263.48864232264
Ecuador,5219468.809510664
French Guiana,126843.48926162167
Paraguay,1968074.8592013384
Suriname,192344.9934847383
Uruguay,472939.91669982957
Venezuela,5571337.785130998
Peru,8324400.869638957
Chile,6461494.851317438
Bolivia,4076829.027080192
Netherlands Antilles,109035.70682948164
Navassa Island,0.0
Puerto Rico,337842.8021198713
Palmyra Atoll,0.0
Midway Island,0.0
Kingman Reef,0.0
Johnston Atoll,0.0
Howland Island,0.0
Baker Island,0.0
Bird Island,0.0
Aruba,25173.539426493837
Pitcairn,15.709735032612933
Cayman Islands,30639.070666208852
Montserrat,881.8953959086266
Turks and Caicos islands,38840.25239082676
British Virgin Islands,10770.56605741697
Anguilla,4851.245072905135
Bermuda,4403.2377646676805
United States Virgin Islands,12541.661969786423
Falkland Islands (Malvinas),1504.1215086871575
South Georgia and the South Sandwich Islands,0.0
Argentina,1.032407320899131E7
Heard Island and McDonald Islands,0.0
Bouvet Island,0.0
Antarctica,0.0
