country,Population2010
Arunachal Pradesh,1048601.89485412
Norfolk Island,2827.261989094719
Wallis and Futuna,13189.779352952151
French Polynesia,282992.7010531253
New Zealand,5551946.924782238
Australia,6926776.582915733
Australia,1.4216159072428506E7
Papua New Guinea,7190952.222657472
Vanuatu,247341.51002774725
Solomon Islands,525176.6013034652
Fiji,841138.9121337521
Marshall Islands,44640.59623270782
Nauru,9671.108596718648
Micronesia (Federated States of),100014.98083879748
Kiribati,102638.60157461061
Samoa,193866.31913065468
Tonga,111860.6824093767
Tuvalu,9697.72045961265
Canada,7511.807345375445
Canada,6360773.474579711
Canada,798550.8007039799
Canada,7736266.854268893
Canada,2037259.1040288343
Canada,36577.01224738157
Canada,40820.64727805873
United States of America,1.0245754164823179E8
United States of America,1.3265815017584068E8
United States of America,2.4383496280676838E7
Japan,1.542411554680379E8
Russian Federation,2.4619744143043074E8
Cook Islands,17803.465727232768
Niue,2083.2469861672453
Northern Mariana Islands,54562.90494478534
Wake Island,0.0
Jarvis Island,0.0
New Caledonia,278351.04036037263
Tokelau,1104.3241102047264
Guam,168931.83563646217
American Samoa,55639.49512622052
Kuril islands,22680.087075790612
Martinique,397840.49312244065
Guadeloupe,459282.6345926318
Clipperton Island,0.0
Dominica,69412.32382614593
Dominican Republic,1.0359386737381786E7
Antigua and Barbuda,89192.91096396216
Cuba,1.2144754964041278E7
Grenada,108518.6665714995
Jamaica,2868630.525725814
Saint Kitts and Nevis,48601.867102390155
Trinidad and Tobago,1432747.4510875565
Bahamas,405205.16734576214
Saint Lucia,173979.71290131332
Saint Vincent and the Grenadines,117743.1167978011
Barbados,282152.7054449538
Haiti,1.0330131781226858E7
Panama,3641351.623556692
El Salvador,6300494.54945051
Nicaragua,6002059.215705554
Mexico,1.2090431444772968E8
Honduras,8721135.709649947
Guatemala,1.5056732717888197E7
Costa Rica,4692837.089043922
Belize,336341.89964805276
United States of America,2.6753727258412816E7
United States of America,1.0949059781416416E8
Colombia,4.51097902978839E7
Guyana,757385.9510667118
Ecuador,1.4989822619652178E7
French Guiana,230994.00693313184
Paraguay,6381705.457916687
Suriname,538093.2878718395
Uruguay,4016483.416309742
Venezuela,2.9096346804256376E7
Peru,2.9647577497006584E7
Chile,2.0636434404644992E7
Bolivia,1.0687541841318633E7
Netherlands Antilles,220657.785382716
Navassa Island,0.0
Puerto Rico,3915957.901877264
Palmyra Atoll,0.0
Midway Island,0.0
Kingman Reef,0.0
Johnston Atoll,0.0
Howland Island,0.0
Baker Island,0.0
Bird Island,0.0
Aruba,102110.61171129516
Pitcairn,61.89152399058654
Cayman Islands,57653.69327198248
Montserrat,5226.350908921463
Turks and Caicos islands,27241.985870708777
British Virgin Islands,27632.546184943723
Anguilla,13592.00707482786
Bermuda,53163.716234292006
United States Virgin Islands,110970.10655681352
Falkland Islands (Malvinas),4665.606196687862
South Georgia and the South Sandwich Islands,0.0
Argentina,4.900249093045519E7
Heard Island and McDonald Islands,0.0
Bouvet Island,0.0
Antarctica,0.0
