country,PopChange_2010-2030
Wallis and Futuna,1959.9835821331712
French Polynesia,55851.589626434645
New Zealand,2034468.368561518
Australia,3145900.3702112744
Australia,4972568.822865559
Papua New Guinea,4330209.759569585
Vanuatu,146493.02176441633
Solomon Islands,320955.00823189114
Fiji,255326.38359204805
Marshall Islands,8539.380171856583
Nauru,4808.399929438068
Micronesia (Federated States of),31607.673178388482
Kiribati,68489.72583564359
Samoa,53640.025344353075
Tonga,20774.06038088699
Tuvalu,6331.747293673234
Canada,1214.8441516922016
Canada,1594712.4385298465
Canada,226776.14813195448
Canada,3278984.2032243405
Canada,436411.6443408703
Canada,9263.204166925028
Canada,8910.690980967009
United States of America,2.2873171101178788E7
United States of America,2.2366706270302333E7
United States of America,3070536.5889265495
Japan,2.2549373173356123E7
Russian Federation,4.802646421171649E7
Cook Islands,6268.719762368948
Niue,1256.2715733180519
Northern Mariana Islands,4460.617762410822
Wake Island,0.0
Jarvis Island,0.0
New Caledonia,119009.54058505324
Tokelau,546.8705094945489
Guam,28599.74933969338
American Samoa,15949.053540552806
Kuril islands,10800.209174516276
Martinique,80929.13888960675
Guadeloupe,87663.61783732574
Clipperton Island,0.0
Dominica,24091.963657900706
Dominican Republic,6058855.348664046
Antigua and Barbuda,35405.7818504117
Cuba,2186822.492269864
Grenada,30875.550491053196
Jamaica,844397.0989195837
Saint Kitts and Nevis,13455.810121386327
Trinidad and Tobago,327784.55923031445
Bahamas,119208.95386361459
Saint Lucia,59542.43131198549
Saint Vincent and the Grenadines,37151.31667627955
Barbados,100404.13196777194
Haiti,6631289.693770204
Panama,1885388.7347119264
El Salvador,2221488.9210846648
Nicaragua,2693972.7250618
Mexico,3.8325382173435934E7
Honduras,5828286.349337174
Guatemala,7526349.652336074
Costa Rica,1791386.8582239957
Belize,195841.98486861493
United States of America,7943280.854963887
United States of America,1.8878124594545454E7
Colombia,1.5710051091774825E7
Guyana,155882.67319196052
Ecuador,4604387.6375386175
French Guiana,137503.54273709227
Paraguay,3688469.518100707
Suriname,195329.3531015225
Uruguay,619781.0320977065
Venezuela,5230136.6773661375
Peru,8865470.621118978
Chile,5167613.464710521
Bolivia,4614766.881363716
Netherlands Antilles,105147.27857308464
Navassa Island,0.0
Puerto Rico,1069102.7839696023
Palmyra Atoll,0.0
Midway Island,0.0
Kingman Reef,0.0
Johnston Atoll,0.0
Howland Island,0.0
Baker Island,0.0
Bird Island,0.0
Aruba,25286.908503086303
Pitcairn,7.265333108903439
Cayman Islands,26779.845624823825
Montserrat,1917.0972195249653
Turks and Caicos islands,57967.62566362404
British Virgin Islands,6208.225332414768
Anguilla,6076.82282113495
Bermuda,5460.012498726887
United States Virgin Islands,30122.573371013837
Falkland Islands (Malvinas),2662.195050272401
South Georgia and the South Sandwich Islands,0.0
Argentina,9053633.504625693
Heard Island and McDonald Islands,0.0
Bouvet Island,0.0
Antarctica,0.0
