country,Population2030
Lesotho,2872117.4031147975
South Africa,7.360686894540142E7
Botswana,3232127.1839897633
Togo,1.0536069157286437E7
Sierra Leone,1.0198532880152445E7
Senegal,2.178587931116231E7
Nigeria,2.6583645390811414E8
Niger,3.618887157805513E7
Mauritania,6080252.037458389
Mali,2.9526914579132125E7
Liberia,6319821.627921214
Guinea-Bissau,2538067.8851613845
Gambia,3399911.935403795
Guinea,1.689668304390029E7
Ghana,3.918335166127039E7
Cape Verde,618825.373701973
Côte d'Ivoire,3.445807162707529E7
Burkina Faso,2.8133461523822974E7
Benin,1.6505739201227931E7
Brazil,2.366909664075859E8
Turkmenistan,9045705.982813524
Uzbekistan,5.0342848015417546E7
Tajikistan,1.4664633702708839E7
Kyrgyzstan,9859925.99085803
Kazakhstan,3.0916930343202807E7
Mongolia,5569122.387179766
Republic of Korea,6.243105614604721E7
Dem People's Rep of Korea,3.384798708995325E7
China,1.6866513769973547E9
Myanmar,5.947709017052075E7
Cambodia,1.8336672739616286E7
Viet Nam,1.0650036269218968E8
Lao People's Democratic Republic,8733029.877209762
Malaysia,3.623681598860566E7
Thailand,7.470801219567685E7
Brunei Darussalam,478051.86757631565
Philippines,1.2835170965731E8
Indonesia,2.8881857521555996E8
Singapore,6171572.080255443
Timor-Leste,1504895.7687366742
Maldives,416126.4503601115
Nepal,3.729458781459986E7
Pakistan,3.1250384788289344E8
India,1.629138309214364E9
Iran  (Islamic Republic of),1.1196670672434649E8
Sri Lanka,2.2304016761373155E7
Bhutan,984022.6401639339
Bangladesh,2.0132903417537794E8
Afghanistan,6.109258412647015E7
Oman,5443927.2939811535
Kuwait,5162893.17995239
Lebanon,5316541.416062213
Qatar,3146875.174930889
Saudi Arabia,4.4041823472289965E7
Turkey,1.121379335793093E8
Yemen,4.099395055706719E7
Iraq,6.355980320315638E7
Jordan,1.4070655330812411E7
Syrian Arab Republic,3.6076993090231135E7
Israel,1.1707822411447145E7
Georgia,4908761.855084599
Cyprus,1599490.1158272505
Bahrain,1171415.1883268792
Azerbaijan,1.3947608724145904E7
Armenia,3618903.273816596
United Arab Emirates,1.0889416040664097E7
"Moldova, Republic of",4656760.001545026
Hungary,1.4221758288250564E7
Poland,6.253058462521095E7
Romania,2.726489152683386E7
Ukraine,5.8039641921631485E7
Belarus,1.553092270939789E7
Czech Republic,1.6300959809929872E7
Slovakia,8386550.387487217
Bulgaria,8510725.647849087
Norway,1.1110325160287265E7
Sweden,2.0851884918208107E7
Lithuania,4473474.873019334
Latvia,3081026.1693823324
Ireland,8671051.907264234
Iceland,862924.5778647779
U.K. of Great Britain and Northern Ireland,1.1332308649879739E8
Finland,1.1536054757576486E7
Estonia,2501981.4137896504
Svalbard and Jan Mayen Islands,15141.18574489846
Madeira Islands,305006.2570295291
Azores Islands,271194.9497245058
British Indian Ocean Territory,0.0
Guernsey,98556.54261566557
Jersey,177957.64551383836
Isle of Man,144507.3285407109
Holy See,1565.0992080525332
Greenland,74939.0220427028
Western Sahara,714277.7714939553
Gaza Strip,2643205.30756894
West Bank,148090.8485462616
West Bank,4683581.010179898
Gibraltar,30196.83330712069
Saint Helena,5239.965078995087
Macau,593186.1240709521
Hong Kong,6672193.1658950625
Abyei,34175.22286551492
Ilemi triangle,29628.21575978483
Hala'ib triangle,5465.4722459079585
Ma'tan al-Sarra,0.0
Paracel Islands,477.3958873620147
Senkaku Islands,0.0
Scarborough Reef,0.0
China/India,873.1849767379463
Aksai Chin,5600.362775425752
Spratly Islands,0.0
Jammu and Kashmir,2.617222975161758E7
Arunachal Pradesh,1445922.2874131324
Norfolk Island,2136.2246101674964
Wallis and Futuna,11267.782813196562
French Polynesia,323180.49371359224
New Zealand,7005823.608561302
Australia,9491152.207406428
Australia,1.7847329069254164E7
Papua New Guinea,1.1118532847983638E7
Vanuatu,393536.29660992866
Solomon Islands,835649.3794889456
Fiji,922848.310828654
Marshall Islands,37664.191967989085
Nauru,12547.188260121982
Micronesia (Federated States of),114885.07935612954
Kiribati,142754.29901992308
Samoa,247494.15828303486
Tonga,119354.74527379771
Tuvalu,10388.975777161015
Canada,8653.191542506209
Canada,7905104.333694069
Canada,1014787.9780857016
Canada,1.0889240093973545E7
Canada,2435641.2684870246
Canada,45644.18677498281
Canada,49598.12947146716
United States of America,1.205633999549118E8
United States of America,1.4637750702121887E8
United States of America,2.639543404723738E7
Japan,1.42697984291284E8
Russian Federation,2.4248215939566427E8
Cook Islands,18044.933880872017
Niue,2175.331270386592
Northern Mariana Islands,51700.06885328533
Wake Island,0.0
Jarvis Island,0.0
New Caledonia,332525.355935204
Tokelau,1651.1946196992753
Guam,185084.57506292267
American Samoa,41759.1674990312
Kuril islands,18767.374921999002
Martinique,367157.81682410743
Guadeloupe,455185.3573572455
Clipperton Island,0.0
Dominica,75343.1348471128
Dominican Republic,1.2659422334687151E7
Antigua and Barbuda,100935.73872365653
Cuba,1.1857017302725418E7
Grenada,125223.41267694798
Jamaica,2939844.8846758604
Saint Kitts and Nevis,49433.961921407084
Trinidad and Tobago,1570922.5306851668
Bahamas,466412.9463387544
Saint Lucia,186356.7437164044
Saint Vincent and the Grenadines,110642.37169929133
Barbados,290298.85406872455
Haiti,1.334345633308869E7
Panama,4896558.407464811
El Salvador,6755090.932598003
Nicaragua,7875371.231883503
Mexico,1.4451167578179482E8
Honduras,1.209371870258858E7
Guatemala,2.0703307815445717E7
Costa Rica,5514010.423737732
Belize,468441.35366004426
United States of America,3.2594074817439012E7
United States of America,1.2089829040191536E8
Colombia,5.455584187196987E7
Guyana,855156.5491310864
Ecuador,1.94753980318219E7
French Guiana,366314.5188610878
Paraguay,8197029.400457477
Suriname,657378.391939049
Uruguay,4103502.9683033987
Venezuela,3.2435460484571043E7
Peru,3.722235157639949E7
Chile,2.4180054502733707E7
Bolivia,1.4229400128451582E7
Netherlands Antilles,280491.0449474899
Navassa Island,0.0
Puerto Rico,3431388.093495907
Palmyra Atoll,0.0
Midway Island,0.0
Kingman Reef,0.0
Johnston Atoll,0.0
Howland Island,0.0
Baker Island,0.0
Bird Island,0.0
Aruba,106696.13438682124
Pitcairn,69.15685709948998
Cayman Islands,77773.74214105812
Montserrat,4485.980033959025
Turks and Caicos islands,50469.79932133885
British Virgin Islands,32815.25555678059
Anguilla,16449.8859969504
Bermuda,51408.76726909897
United States Virgin Islands,97215.3681789605
Falkland Islands (Malvinas),5459.535789740062
South Georgia and the South Sandwich Islands,0.0
Argentina,5.6983254768824264E7
Heard Island and McDonald Islands,0.0
Bouvet Island,0.0
Antarctica,0.0
