country,Population2010
Lebanon,5620773.660191692
Qatar,1881911.9520688439
Saudi Arabia,3.1963251760667674E7
Turkey,9.225820199188781E7
Yemen,2.543961235656831E7
Iraq,3.757351034672297E7
Jordan,8165763.075908465
Syrian Arab Republic,2.6985463218793906E7
Israel,8450283.857979886
Georgia,5150876.121831302
Cyprus,1378772.9675217075
Bahrain,1047755.7058335361
Azerbaijan,1.203416431155548E7
Armenia,3864217.754672002
United Arab Emirates,9213590.691076277
"Moldova, Republic of",5400081.592835781
Hungary,1.4719482442235798E7
Poland,6.231696506640065E7
Romania,2.91559217772206E7
Ukraine,6.924286684821622E7
Belarus,1.6418053097312877E7
Czech Republic,1.6218989618851257E7
Slovakia,8150021.38523503
Bulgaria,1.0275730597136619E7
Norway,9468522.394990245
Sweden,1.7816710846169557E7
Lithuania,5492705.718471909
Latvia,3801870.4322399916
Ireland,7445250.494847506
Iceland,703269.1670269974
U.K. of Great Britain and Northern Ireland,1.0287335236503656E8
Finland,1.11343843947147E7
Estonia,2582888.0531137595
Svalbard and Jan Mayen Islands,10147.392700341168
Madeira Islands,317107.63297119475
Azores Islands,308982.32106152526
British Indian Ocean Territory,0.0
Guernsey,91833.40226196777
Jersey,143689.6056325127
Isle of Man,141158.94953682643
Holy See,1549.0216941648835
Greenland,75848.5884388452
Western Sahara,446403.2332067725
Gaza Strip,1664049.6977921098
West Bank,100320.39950550423
West Bank,3015333.66798927
Gibraltar,29373.14512151135
Saint Helena,5647.417096207353
Macau,435343.41475159745
Hong Kong,6252763.926545648
Abyei,13881.78730239419
Ilemi triangle,20461.885589844853
Hala'ib triangle,4693.755327977445
Ma'tan al-Sarra,0.0
Paracel Islands,465.2569598441907
Senkaku Islands,0.0
Scarborough Reef,0.0
China/India,1031.12179030478
Aksai Chin,6898.096744704078
Spratly Islands,0.0
Jammu and Kashmir,2.056417850844225E7
Arunachal Pradesh,1048601.89485412
Norfolk Island,2827.261989094719
Wallis and Futuna,13189.779352952151
French Polynesia,282992.70105312526
New Zealand,5551946.924782237
Australia,6926776.582915732
Australia,1.4216159072428508E7
Papua New Guinea,7190952.222657472
Vanuatu,247341.51002774725
Solomon Islands,525176.6013034652
Fiji,841138.9121337523
Marshall Islands,44640.59623270782
Nauru,9671.108596718648
Micronesia (Federated States of),100014.98083879748
Kiribati,102638.60157461061
Samoa,193866.31913065468
Tonga,111860.6824093767
Tuvalu,9697.72045961265
Canada,7511.807345375445
Canada,6360773.474579711
Canada,798550.8007039798
Canada,7736266.854268894
Canada,2037259.104028834
Canada,36577.012247381565
Canada,40820.64727805873
United States of America,1.0245754164823179E8
United States of America,1.3265815017584068E8
United States of America,2.438349628067684E7
Japan,1.5424115546803796E8
Russian Federation,2.461974414304306E8
Cook Islands,17803.465727232768
Niue,2083.2469861672453
Northern Mariana Islands,54562.90494478534
Wake Island,0.0
Jarvis Island,0.0
New Caledonia,278351.04036037263
Tokelau,1104.3241102047264
Guam,168931.83563646217
American Samoa,55639.49512622052
Kuril islands,22680.08707579061
Martinique,397840.49312244065
Guadeloupe,459282.6345926318
Clipperton Island,0.0
Dominica,69412.32382614593
Dominican Republic,1.0359386737381786E7
Antigua and Barbuda,89192.91096396216
Cuba,1.2144754964041276E7
Grenada,108518.6665714995
Jamaica,2868630.525725814
Saint Kitts and Nevis,48601.867102390155
Trinidad and Tobago,1432747.4510875565
Bahamas,405205.16734576214
Saint Lucia,173979.71290131332
Saint Vincent and the Grenadines,117743.1167978011
Barbados,282152.7054449538
Haiti,1.0330131781226858E7
Panama,3641351.6235566926
El Salvador,6300494.54945051
Nicaragua,6002059.215705553
Mexico,1.2090431444772966E8
Honduras,8721135.709649947
Guatemala,1.5056732717888197E7
Costa Rica,4692837.089043922
Belize,336341.89964805276
United States of America,2.6753727258412823E7
United States of America,1.0949059781416413E8
Colombia,4.5109790297883876E7
Guyana,757385.9510667118
Ecuador,1.498982261965218E7
French Guiana,230994.00693313184
Paraguay,6381705.457916687
Suriname,538093.2878718397
Uruguay,4016483.416309742
Venezuela,2.909634680425638E7
Peru,2.96475774970066E7
Chile,2.0636434404644996E7
Bolivia,1.0687541841318635E7
Netherlands Antilles,220657.78538271604
Navassa Island,0.0
Puerto Rico,3915957.901877264
Palmyra Atoll,0.0
Midway Island,0.0
Kingman Reef,0.0
Johnston Atoll,0.0
Howland Island,0.0
Baker Island,0.0
Bird Island,0.0
Aruba,102110.61171129516
Pitcairn,61.89152399058654
Cayman Islands,57653.69327198248
Montserrat,5226.350908921463
Turks and Caicos islands,27241.985870708777
British Virgin Islands,27632.546184943723
Anguilla,13592.00707482786
Bermuda,53163.716234292006
United States Virgin Islands,110970.10655681352
Falkland Islands (Malvinas),4665.606196687862
South Georgia and the South Sandwich Islands,0.0
Argentina,4.90024909304552E7
Heard Island and McDonald Islands,0.0
Bouvet Island,0.0
Antarctica,0.0
