country,PopChange_2010-2020
French Polynesia,22267.80477704415
New Zealand,1183620.1566091562
Australia,1732391.4180134148
Australia,2598950.1207052274
Papua New Guinea,2207289.3807356847
Vanuatu,66702.17174361869
Solomon Islands,151967.53185447614
Fiji,111301.81792210799
Marshall Islands,329.2572800947426
Nauru,2396.9824958483605
Micronesia (Federated States of),9521.96605339044
Kiribati,26536.311383413187
Samoa,20688.78524322626
Tonga,3004.745956085849
Tuvalu,1939.815807724349
Canada,471.81638278007983
Canada,867095.0984032579
Canada,112313.44061933007
Canada,1868930.5636220898
Canada,239204.53662275575
Canada,5492.180686352228
Canada,5324.667729872122
United States of America,1.2640544703794608E7
United States of America,1.0397638788345598E7
United States of America,1188979.6829394998
Japan,5065117.274218874
Russian Federation,1.6936760735982507E7
Cook Islands,2894.5577721504756
Niue,449.53878845907934
Northern Mariana Islands,166.86046151913712
Wake Island,0.0
Jarvis Island,0.0
New Caledonia,47452.7919624438
Tokelau,370.12974437669504
Guam,9351.988844369638
American Samoa,582.7329566438427
Kuril islands,3546.9098393788854
Martinique,15308.89287350962
Guadeloupe,24746.32059174822
Clipperton Island,0.0
Dominica,9599.42825526218
Dominican Republic,2684356.9767394885
Antigua and Barbuda,15893.087771000895
Cuba,708068.4450312193
Grenada,14957.365921542278
Jamaica,311639.027761714
Saint Kitts and Nevis,5832.866460168479
Trinidad and Tobago,160120.87164913453
Bahamas,52329.33573790486
Saint Lucia,24905.345612630346
Saint Vincent and the Grenadines,11543.372840476652
Barbados,47691.35815749773
Haiti,2730305.8746212013
Panama,877133.1745033065
El Salvador,810156.1006698475
Nicaragua,1212392.389528012
Mexico,2.0555115926000882E7
Honduras,2840807.069239584
Guatemala,3771067.034369788
Costa Rica,791688.4319968144
Belize,102766.67137555656
United States of America,4430011.698087268
United States of America,8580516.103989657
Colombia,7443117.547960693
Guyana,72620.36333665978
Ecuador,2650017.754228911
French Guiana,63051.05573644547
Paraguay,1391240.467751905
Suriname,88784.96655926872
Uruguay,218213.3518641061
Venezuela,1643559.6263643985
Peru,4520705.612776797
Chile,3154265.0783294127
Bolivia,2172588.2130704573
Netherlands Antilles,65374.30320806877
Navassa Island,0.0
Puerto Rico,143329.86882574862
Palmyra Atoll,0.0
Midway Island,0.0
Kingman Reef,0.0
Johnston Atoll,0.0
Howland Island,0.0
Baker Island,0.0
Bird Island,0.0
Aruba,12455.978057426686
Pitcairn,2.7445383091256312
Cayman Islands,15649.068749875585
Montserrat,506.660746383243
Turks and Caicos islands,36401.51524871831
British Virgin Islands,3761.796327300251
Anguilla,3929.1405837188695
Bermuda,1435.058324080145
United States Virgin Islands,7655.4475349599625
Falkland Islands (Malvinas),1319.1552485745399
South Georgia and the South Sandwich Islands,0.0
Argentina,5176136.59404688
Heard Island and McDonald Islands,0.0
Bouvet Island,0.0
Antarctica,0.0
